x

Ceratinopsis labradorensis
Paraphaenocladius cf. nasthecus
Gnathochorisis crassulus
Tetanocera phyllophora
Smittia sp. ES12
Calliphora alaskensis
Caradrina montana
Sylvicola stackelbergi
Baliothrips dispar
Hybomitra lasiophthalma
Nebria gyllenhali
Greya piperella
Coleophora annulicola
Aptilotus nigriscapus
Tanytarsus wirthi
Melanchra pulverulenta
Helophora reducta
Dusona texana
Cortodera coniferae
Exaeretia canella
Drosophila subquinaria
Eulithis flavibrunneata
Sigara sp.
Euchlaena johnsonaria
Lacinipolia anguina
Kleidocerys resedae
Aphidius ervi
Tapinocyba cameroni
Platycheirus granditarsis
Pediasia aridella
Nomada cuneata
Entomobrya gisini
Icaricia lupini
Agabus ajax
Chrysotoxum coloradense
Cladotanytarsus amandus
Pachysphinx occidentalis
Abagrotis trigona
Diplocentria bidentata
Dichopygina aculeata
Tanytarsus herrmanni
Dolerus sericeus
Thrips nigropilosus
Conura albifrons
Macaria brunneata
Choristoneura pinus
Conioscinella triorbiculata
Cratyna longispina
Megachile perihirta
Dicheirotrichus cognatus
Eukiefferiella claripennis
Plectiscidea monticola
Cerodontha muscina
Chorebus nr. lateralis
Bombus rufocinctus
Megaselia hardingorum
Cotesia jft08
Hydrobius fuscipes
Hyperomyzus sandilandicus
Agrothereutes abbreviatus
Oxyporus occipitalis
Pseudothyatira cymatophoroides
Mycetophila alea
Protolampra rufipectus
Epitrix tuberis
Megaselia hirtiventris
Pherbellia albocostata
Clubiona moesta
Atheta godini
Bradysia flavipila
Parochlus kiefferi
Lasioglossum inconditum
Monelata solida
Cteniscus dorsalis
Sinophorus sulcatellus
Coleophora JFL002
Diplocephalus subrostratus
Ceraticelus fissiceps
Corynoneura sp. 13ES
Megaselia infraposita
Monotoma longicollis
Agrypnia improba
Rhamphomyia latilobata
Eupithecia lachrymosa
Dichrorampha simulana
Cupido amyntula
Abagrotis placida
Aspitates aberrata
Meleoma emuncta
Tibellus maritimus
Tetragnatha shoshone
Minilimosina intercepta
Ectemnius arcuatus
Tapinocyba bicarinata
Conchapelopia pallens
Thanatus formicinus
Syngrapha viridisigma
Anthophora terminalis
Bombus frigidus
Polycaon stoutii
Filatima vaccinii
Pityohyphantes subarcticus
Scolopostethus thomsoni
Tetanocera plumosa
Monoctonus washingtonensis
Mocuellus caprillus
Chrysoteuchia topiarius
Cercyonis oetus
Gaurax dubius
Mydaea occidentalis
Protapanteles alaskensis
Fannia sociella
Ablabesmyia americana
Callobius nomeus
Erebia magdalena
Polietes hirticrus
Trichocorixa borealis
Eucosma infimbriana
Feltia herilis
Glyphidocera septentrionella
Ichneumon discoensis
Nearctaphis bakeri
Sympherobius angustus
Muscina levida
Boletina populina
Macrorchis ausoba
Diolcogaster scotica
Limnophyes sp. 14ES
Temnostoma obscurum
Phaonia apicalis
Acleris variana
Panzeria flavicornis
Satyrium titus
Claassenia sabulosa
Oxypoda sylvia
Brachycampta subpistillata
Spelobia rimata
Ancistrocerus albophaleratus
Formica glacialis
Ectemnius borealis
Phaonia subfuscinervis
Bembidion lachnophoroides
Nepytia canosaria
Landryia scintillifera
Euxoa mitis
Brevicornu bipartitum
Clusiodes johnsoni
Leiodes rufipes
Amphorophora rubicumberlandi
Lasius pallitarsis
Lasiopogon quadrivittatus
Tenthredo stricklandi
Conocephalus fasciatus
Phygadeuon rugulosus
Xylophagus reflectens
Siphonella oscinina
Pegomya geniculata
Hebata recurvata
Mecyna mustelinalis
Melanophthalma inermis
Biorbitella hesperia
Megaselia lutea
Zaphne borealis
Craspedolepta angustipennis
Venusia cambrica
Trichouropoda lamellosa
Hoplandrothrips tumiceps
Elachista albicapitella
Eucosma umbrastriana group
Apotomis funerea
Ochropleura implecta
Leptosciarella belingi
Neurigona ciliata
Cordilura pleuritica
Trichocoelina biplex
Zornella armata
Spelobia depilicercus
Trachea delicata
Elachista orestella
Suillia loewi
Calliphora latifrons
Phaonia bysia
Pristiphora appendiculata
Gamasellodes sp. JCS06
Spelobia tufta
Coenosia pilosissima
Sepsis flavimana
Incestophantes lamprus
Gnathacmaeops pratensis
Lateroligia ophiogramma
Thanasimus undatulus
Stilpnus pavoniae
Chrysops furcatus
Cenocorixa dakotensis
Chersotis juncta
Dysstroma pseudimmanata
Chionodes sp.
Coleophora prepostera
Thrips roepkei
Dysstroma citrata
Sitobion avenae
Dolichopus obsoletus
Brachylomia algens
Culiseta minnesotae
Dalopius asellus
Homaemus bijugis
Coleophora dextrella
Pigritia murtfeldtella
Epinotia nisella
Afotella cylindrica
Microlinyphia mandibulata
Contacyphon ochreatus
Zygomyia pictipennis
Diplotoxa versicolor
Tenthredo maxima
Dendryphantes nigromaculatus
Lasiomma cuneicorne
Ravinia querula
Orthotaenia undulana
Perizoma basaliata
Coleophora JFL084
Crambus whitmerellus
Culiseta inornata
Minilimosina parvula
Phalaenophana pyramusalis
Panzeria nigrocornea
Dolichomitus terebrans
Chionodes terminimaculella
Earota dentata
Chaitophorus populifolii
Clubiona furcata
Scathophaga furcata
Epermenia infracta
Hylaeus mesillae1
Saltella sphondylii
Coccinella septempunctata
Oxypoda orbicollis
Bactericera shepherdiae
Drasteria adumbrata
Vespula pensylvanica
Centromerus longibulbus
Syndyas dorsalis
Magdalis gentilis
Walckenaeria clavicornis
Phytomyza shepherdiana
Lasionycta fergusoni
Populicerus formosus
Erigone aletris
Baetis bicaudatus
Corynoneura arctica
Billaea sibleyi
Nemapogon acapnopennella
Eidophasia vanella
Colias philodice
Drasteria hudsonica
Sapromyza brachysoma
Caloptilia fraxinella
Agriphila ruricolellus
Hilaira herniosa
Clubiona mutata
Coenosia pedella
Podabrus pruinosus
Agrypnia pagetana
Agonopterix rosaciliella
Hylaeus leptocephalus
Anthomyia mimetica
Xeris melancholicus
Tricampa rileyi
Acossus populi
Copromyza stercoraria
Leptopeza flavipes
Anthomyza mcalpinei
Limonia nubeculosa
Meoneura triangularis
Syrphus ribesii
Theridion pictum
Parametriocnemus boreoalpinus
Malthodes bakeri
Parhelophilus rex
Camptochaeta delicata
Homoeosoma stypticellum
Diplolepis fusiformans
Atherix sp. SLB-2003
Scambus pterophori
Tipula senega
Thripomorpha hubachecki
Megarthrus angulicollis
Campiglossa picciola
Euschistus tristigmus
Coelioxys funeraria
Cricotopus obnixus
Chlorotettix unicolor
Coleotechnites quercivorella
Bradysia tilicola
Agyneta lophophor
Eudonia vivida
Telmaturgus parvus
Aphis rubicola
Eupithecia subfuscata
Perlomyia utahensis
Coelosia gracilis
Sargus viridis
Elymana inornata
Pardosa distincta
Cinygmula sp.JMW4
Anteon cameroni
Eana osseana
Platycheirus nodosus
Cotesia yakutatensis
Corynoptera perochaeta
Coleophora rosaevorella
Nemorimyza posticata
Delia alaba
Coenosia conforma
Lacinipolia renigera
Eudorylas subopacus
Scathophaga spurca
Phyllonorycter latus
Parornix conspicuella
Nevadopalpa maculata
Dichelotarsus scaber
Pardosa hyperborea
Ancylis tineana
Hackmania prominula
Hesperempis mabelae
Microplitis varicolor
Ilybius pleuriticus
Exaeretia fulva
Arctoseius sp. JCS08
Drino galii
Hybomitra epistates
Periclistus pirata
Hebecnema umbratica
Dalopius gartrelli
Arctosa rubicunda
Boettcheria cimbicis
Neoascia geniculata
Bucculatrix angustata
Walckenaeria communis
Camptocladius stercorarius
Biston betularia
Culicoides obsoletus
Xyletinus rotundicollis
Epuraea terminalis
Callicorixa audeni
Macaria amboflava
Apamea inficita
Ancistrocerus sp. MB-CW
Grammia virguncula
Sinoe chambersi
Mompha metallifera
Fannia postica
Gamasellus sp. JCS05
Saperda calcarata
Helophilus hybridus
Rhopalum clavipes
Dorylomorpha albitarsis
Lasioglossum colatum
Agnippe prunifoliella
Eurois nigra
Haplothrips leucanthemi
Procladius nigriventris
Camptochaeta flagellifera
Abstrusomyzus phloxae
Taxonus pallicoxus
Olethreutes baccatana
Macaria exauspicata
Capperia evansi
Minilimosina nasuta
Bombus fervidus
Meligramma triangulifera
Aphthargelia symphoricarpi
Eremocoris ferus
Lasioglossum leucozonium
Callibaetis ferrugineus
Ohlertidion ohlerti
Polietes orichalceoides
Philonthus theveneti
Capnia confusa
Frankliniella occidentalis
Aperileptus tricinctus
Clypastraea lugubris
Chaoborus punctipennis
Arctoseius bilinear
Melanophthalma helvola
Lygus keltoni
Abia americana
Calathus advena
Pterostichus riparius
Spelobia abundans
Phyllotreta cruciferae
Phlogophora periculosa
Epeolus minimus
Orodrassus coloradensis
Egle concomitans
Euura sylvestris
Erythroneura ontari
Iphidozercon gibbus
Pantisarthrus lubricus
Carabus taedatus
Micaria pulicaria
Helina annosa
Megachile melanophaea
Dolichosciara flavipes
Nycteus punctulatus
Erythridula wysongi
Boloria eunomia
Apamea antennata
Lasionycta poca
Belyta validicornis
Hylurgops porosus
Sciara hebes
Argyresthia oreasella
Euura miliaris
Macrocheles subbadius
Trixoscelis fumipennis
Peyerimhoffia vagabunda
Suillia barberi
Rhamphomyia atrata
Pelochrista comatulana
Lispocephala varians
Leptocera cf. kanata
Imitomyia sugens
Tamalia coweni
Hemerobius conjunctus
Evarcha hoyi
Maculolachnus sijpkensi
Coleotechnites thujaella
Megaselia citrinella
Populicerus lachrymalis
Ephestiodes gilvescentella
Arctia caja
Phylloneta impressa
Acmaeops proteus
Pirata piraticus
Phyllonorycter anderidae
Apocephalus pergandei
Dicrotendipes sp. 2TE
Paragus haemorrhous
Chionodes offectus
Diarsia dislocata
Euxoa tristicula
Megaselia pongsaiae
Hydrellia griseola
Orthocentrus fulvipes
Grapholita edwardsiana
Thymelicus lineola
Dorylomorpha maculata
Agrypon flexorium
Aeshna constricta
Adelphocoris rapidus
Aethes angulatana
Xenolechia aethiops
Eutricopis nexilis
Parisotoma notabilis
Kybos purus
Pardosa furcifera
Dorylomorpha caudelli
Olethreutes metallicana
Chionodes sattleri
Stenopa vulnerata
Dorytomus imbecillus
Glaucopsyche lygdamus
Bradycellus lecontei
Orchopeas agilis
Dasyfidonia avuncularia
Chionodes psiloptera
Hypsosinga pygmaea
Dolichopus sp.
Aptinothrips stylifer
Amphorophora agathonica
Seeversiella globicollis
Mythimna oxygala
Hylemyza partita
Hyppa contrasta
Chalarus sp. QC3
Microplitis plutellae
Pardosa mackenziana
Chamaemyia herbarum
Araneus washingtoni
Forcipomyia sp. 2ES
Smittia sp. 14ES
Aedes tahoensis
Bombus vancouverensis
Phytocoris fraterculus
Macrosteles elongatus
Balclutha manitou
Stenus quebecensis
Clostera apicalis
Colladonus tahotus
Cordilura fuscipes
Cheilosia latrans
Mesoleuca ruficillata
Tricimba melancholica
Drymeia hucketti
Arrenurus rufopyriformis
Euryburnia magnifrons
Myrmica fracticornis
Zelleria haimbachi
Euphydryas anicia
Cybaeus sinuosus
Fannia nr. ungulata
Bicellaria lugubris
Anacampsis niveopulvella
Sweltsa sp. XZ03
Agyneta simplex
Anthidium tenuiflorae
Hoppingiana hudsonica
Nearctaphis clydesmithi
Dasineura folliculi
Lasioglossum zonulum
Colias meadii
Trichopepla dubia
Brachicoma devia
Chironomus hyperboreus
Formica ulkei
Argyresthia annettella
Walckenaeria castanea
Trichosia diota
Syndemis afflictana
Eueremaeus chiatous
Plagiognathus obscurus
Colladonus youngi
Heminothrus thori
Coenosia transiens
Plateumaris pusilla
Eana argentana
Retinia albicapitana
Pelochrista agricolana
Coleophora JFL199
Ovalipes punctatus
Torymus bedeguaris
Erebia epipsodea
Atheta prudhoensis
Eris militaris
Quedius velox
Protopiophila litigata
Frontiniella spectabilis
Liriomyza morio
Microplitis jft57
Ancistrocerus sp. MB-CD
Labops hesperius
Cricotopus intersectus
Coenosia frisoni
Acleris robinsoniana
Dolerus elderi
Psammotettix nesiotus
Thricops diaphanus
Silis difficilis
Coleophora wyethiae gr
Gnorimoschema VNG002
Filatima obscuroocelella
Aphidius uzbekistanicus
Clubiona riparia
Schoenomyza litorella
Xysticus emertoni
Tomosvaryella sp. ON1
Euphilotes ancilla
Xestia vernilis
Dipogon sayi
Ischnosoma splendidum
Euhybus triplex
Megaselia simulans
Ptilodexia agilis
Cryptamorpha desjardinsii
Procladius sp. 1ES
Vespula alascensis
Rivula propinqualis
Crambus perlella
Amischa analis
Aculepeira packardi
Pristoceuthophilus cercalis
Melieria cana
Xanthorhoe decoloraria
Limenitis arthemis
Landryia JFL295
Sympistis chionanthi
Protogygia postera
Coranarta macrostigma
Incurvaria vetulella
Catops mathersi
Iridopsis larvaria
Elachista lamina
Quedius criddlei
Chrysobothris caurina
Chironomus bifurcatus
Boletina groenlandica
Elgiva solicita
Micropsectra polita
Oxypoda pseudoconvergens
Tenuiphantes zebra
Denisia haydenella
Spilogona leucogaster
Neotelphusa praefixa
Profenusa thomsoni
Exaeretia ciniflonella
Eudonia albertalis
Lacinipolia longiclava
Dodia albertae
Orthosia segregata
Improphantes complicatus
Mycetophila fungorum
Rachispoda atra
Tapinoma sessile
Atheta pseudometlakatlana
Protaphis middletonii
Microplitis jft16
Apamea niveivenosa
Pandemis canadana
Autographa californica
Scatophila cribrata
Chrysomela schaefferi
Fannia atra
Chrysochus auratus
Dichelotarsus excursus
Scellus amplus
Acleris britannia
Pollenia rudis
Telenomus goniopis
Stigmella lapponica
Dusona minor
Scambus brevicornis
Bombus appositus
Chalarus decorus
Agriades glandon
Mesoleuca gratulata
Eurytoma spongiosa2
Tetraneura ulmi
Ancylis comptana
Fannia corvina
Lasioglossum lusorium
Pogonota barbata
Sceptonia fuscipalpis
Mydaea nr. furtiva
Lestes disjunctus
Endria inimicus
Dorylomorpha hardyi
Phryganea cinerea
Platynota idaeusalis
Scythris mixaula
Coleophora nr. wyethiae
Spilogona sororcula
Bibio fumipennis
Coenia curvicauda
Peripsocus subfasciatus
Mycetophila eppingensis
Syntomus americanus
Bradysia browni
Tychius picirostris
Dorytomus squamosus
Chytolita morbidalis
Acrobasis tricolorella
Neocoelidia tumidifrons
Arrenurus drepanophorus
Polygonia satyrus
Parnassius smintheus
Eudonia vivida CS
Melanoplus bivittatus
Bradysiopsis vittigera
Palpomyia lineata
Mydaea detrita
Allodia septentrionalis
Homotropus nigritarsus
Hyalella azteca
Lygus robustus
Cremastocheilus crinitus
Euexorista rebaptizata
Clepsis clemensiana
Woldstedtius flavolineatus
Leptothorax retractus
Ametastegia pulchella
Neotephritis finalis
Phytomyza oxytropidis
Aphis varians
Araneus trifolium
Hydriomena furcata
Passaloecus cuspidatus
Prochoerodes lineola
Diamesa nr. hyperborea
